Age,Annual Income,Spending Score,Cluster
36,196138,20,1
41,140517,70,1
54,139377,53,1
77,116321,1,0
70,62410,86,3
73,71087,87,3
72,118485,63,2
28,111520,89,3
59,26537,3,0
83,57331,15,0
58,167554,7,2
32,20254,54,3
51,30908,11,0
89,164722,21,2
51,172919,32,1
65,119988,3,0
74,168815,37,2
22,199844,59,1
53,25800,91,3
84,48440,3,0
78,72640,78,3
78,105524,2,0
60,193472,77,2
63,76263,60,3
26,60083,64,3
66,91958,95,3
42,103616,43,1
38,192064,42,1
76,134588,19,2
27,62238,6,0
19,83366,84,3
47,26284,44,0
86,140935,59,2
23,36045,91,3
78,25103,61,3
76,142986,84,2
18,64650,27,0
49,58797,97,3
68,155941,25,2
86,167263,51,2
68,70664,30,0
21,69810,41,0
32,23992,68,3
32,79773,85,3
79,189170,28,2
45,198667,63,1
75,192837,18,2
58,74376,60,3
61,74052,14,0
70,95052,15,0
20,189657,58,1
50,112825,96,3
38,141650,33,1
33,91399,67,3
86,165861,64,2
39,25673,60,3
41,102346,51,1
86,175864,29,2
34,172338,32,1
45,155114,68,1
31,148434,25,1
70,167537,55,2
75,59926,67,3
25,87063,30,0
48,121304,90,3
56,199929,91,2
51,130702,71,1
35,131224,85,1
62,102780,98,3
63,146794,55,2
72,151788,25,2
63,141277,57,2
47,62244,82,3
21,150414,3,1
39,131096,26,1
90,176216,76,2
63,145975,92,2
77,74636,92,3
74,75736,4,0
44,93599,16,0
35,107838,56,1
50,74274,53,3
54,97746,63,3
76,170937,13,2
19,190828,8,1
38,64886,81,3
82,190851,76,2
46,44358,34,0
50,77240,9,0
75,193544,63,2
78,27270,79,3
89,98776,85,2
18,77950,1,0
74,33349,92,3
63,171624,82,2
74,135680,66,2
65,125759,16,0
22,80538,90,3
74,188696,78,2
50,86503,65,3
66,27965,51,0
69,182211,97,2
34,192137,1,1
44,181602,18,1
55,174671,8,1
84,100580,41,2
80,72354,57,2
75,35220,30,0
53,169594,96,2
62,41169,45,0
86,121956,74,2
24,144183,5,1
70,64108,78,3
70,125959,15,0
73,53760,85,3
89,102897,57,2
34,144092,32,1
86,110239,61,2
72,189609,49,2
34,91418,8,0
75,49367,42,0
27,186366,18,1
58,35397,12,0
71,141087,71,2
47,127726,41,1
24,184336,47,1
24,138878,7,1
57,133938,34,2
69,49332,31,0
85,36989,20,0
66,175112,51,2
70,85351,50,0
56,59125,66,3
81,65901,74,3
77,31070,98,3
33,29761,63,3
35,110275,24,1
33,157711,77,1
22,159699,56,1
88,119743,24,2
61,56613,85,3
78,54573,72,3
83,173694,45,2
49,25850,56,3
64,137746,83,2
26,36617,27,0
43,46724,64,3
47,29524,73,3
34,181487,12,1
62,149996,76,2
83,141849,55,2
23,145036,18,1
26,70328,30,0
22,158702,93,1
86,161795,16,2
75,92610,66,2
77,110646,43,2
41,180634,45,1
90,89325,65,2
54,181298,35,1
56,158331,43,2
73,39626,39,0
26,139542,1,1
58,114392,90,3
74,121217,84,2
30,163177,55,1
33,156307,66,1
81,106952,54,2
37,135736,42,1
60,47636,24,0
31,132124,26,1
58,58085,38,0
35,34055,43,0
25,94854,19,0
21,23783,43,0
76,46497,22,0
53,160262,52,1
31,64246,63,3
56,110555,11,0
52,85535,99,3
32,107445,36,1
46,74801,17,0
37,59338,61,3
78,102653,49,2
34,199104,91,1
42,32595,91,3
25,160939,100,1
21,119951,78,1
71,81565,78,3
53,69089,22,0
68,117794,7,0
35,169897,9,1
18,142765,2,1
31,113776,6,0
68,122630,12,0
69,149905,43,2
58,188905,33,2
72,162029,85,2
51,194002,59,1
20,130428,87,1
83,134078,78,2
47,122945,99,3
60,90526,26,0
31,196047,77,1
40,47634,12,0
21,92523,41,1
86,76216,97,3
43,80044,71,3
25,184370,60,1
30,135739,79,1
50,58093,88,3
50,165504,44,1
45,97779,18,0
77,43020,100,3
61,83995,19,0
80,143615,14,2
78,54295,14,0
26,59024,72,3
72,161619,97,2
21,128580,61,1
49,165478,74,1
29,163339,22,1
83,138454,19,2
76,60232,84,3
51,141914,27,1
46,119368,28,0
34,79037,13,0
32,117748,9,0
62,51146,5,0
50,179691,50,1
68,53095,100,3
84,186731,57,2
20,191467,10,1
86,73202,70,3
29,121587,65,1
29,167546,50,1
40,174623,69,1
89,154321,78,2
77,150741,73,2
83,196056,74,2
86,49136,17,0
35,50086,23,0
27,49330,18,0
71,59179,40,0
50,85933,35,0
71,189806,51,2
87,124501,75,2
89,164485,83,2
75,79830,6,0
56,49328,44,0
39,21407,81,3
78,94998,19,0
72,43793,25,0
86,134904,14,2
87,33592,48,0
57,92082,39,0
31,68879,14,0
85,51059,67,3
18,98373,60,1
77,138717,36,2
21,141726,38,1
80,23897,96,3
53,122639,19,0
79,65904,21,0
58,79966,44,0
63,67595,52,3
90,38788,6,0
76,57541,9,0
27,63285,45,0
45,120290,7,0
48,176570,24,1
33,157631,22,1
47,121010,52,1
74,182315,42,2
81,73818,28,0
55,97390,92,3
71,189470,83,2
67,198187,65,2
24,84614,8,0
54,34297,71,3
21,41802,52,3
38,89221,77,3
42,140543,8,1
46,150955,72,1
83,153152,48,2
86,134432,30,2
79,165252,38,2
27,170276,42,1
57,71548,83,3
51,195477,38,1
19,179839,71,1
42,24861,17,0
20,132064,69,1
38,126345,95,3
83,171625,10,2
39,190939,7,1
23,103527,60,1
59,181811,33,2
72,127005,89,2
36,147736,46,1
35,116927,80,3
36,156946,72,1
55,92391,7,0
86,156836,42,2
75,190088,8,2
21,183620,80,1
73,20584,82,3
69,102857,9,0
56,127361,56,2
49,118586,1,0
39,164040,31,1
42,179744,39,1
21,171186,28,1
28,189125,24,1
84,86886,21,0
33,122082,14,1
36,25346,1,0
85,104180,45,2
31,52532,14,0
78,124908,34,2
87,30679,19,0
32,116094,63,1
40,181508,73,1
33,182479,46,1
65,135105,24,2
50,106245,29,0
23,151865,29,1
22,60483,65,3
30,31205,57,3
46,153569,43,1
51,21903,33,0
26,147065,52,1
33,195964,65,1
56,134320,30,2
31,96291,89,3
20,63447,56,3
57,94321,39,0
60,127990,33,2
18,125705,36,1
39,116003,23,1
54,104176,12,0
86,31231,49,0
42,25836,43,0
87,108721,31,2
53,119358,64,3
31,194205,27,1
86,162754,74,2
59,55851,99,3
62,53573,35,0
44,198292,50,1
41,65824,66,3
80,124874,16,2
77,130890,46,2
40,65323,39,0
48,73190,96,3
63,36426,95,3
45,60403,38,0
46,163084,75,1
78,174674,59,2
85,85905,67,2
89,113407,65,2
36,20200,32,0
51,157796,72,1
22,118941,22,1
19,67752,47,1
22,194231,24,1
51,64703,56,3
33,59271,42,0
29,69693,95,3
63,157509,99,2
60,93999,87,3
44,103649,66,3
67,152561,4,2
65,122892,48,2
32,157585,81,1
79,165909,67,2
53,75713,65,3
89,80758,12,0
72,134071,82,2
49,95736,74,3
55,71500,71,3
50,153446,64,1
45,110773,7,0
89,169051,17,2
26,129536,26,1
67,66690,22,0
41,117147,3,0
40,83742,35,0
61,185151,15,2
84,119461,69,2
59,67143,45,0
81,192614,59,2
80,147822,4,2
36,166832,77,1
78,139751,14,2
75,163724,66,2
80,173946,55,2
88,34491,22,0
86,174907,34,2
67,143862,96,2
59,96747,54,3
89,149787,84,2
75,80189,5,0
77,126242,7,0
26,20375,38,0
52,94822,29,0
64,156776,36,2
47,192594,63,1
85,92315,26,0
67,50014,92,3
25,28858,97,3
49,21186,65,3
88,141544,94,2
43,74693,38,0
19,158701,98,1
49,95948,85,3
32,37342,53,3
33,63846,26,0
26,32132,75,3
76,104955,53,2
47,191564,17,1
72,94387,42,2
53,164601,84,2
21,76909,45,1
89,188429,21,2
36,150448,69,1
64,140031,27,2
65,52366,67,3
50,181111,59,1
70,110110,22,0
54,74109,49,0
62,185374,65,2
75,159735,67,2
40,199559,45,1
52,71025,11,0
28,66067,32,0
22,100939,66,1
35,137136,68,1
25,40422,38,0
87,79762,32,0
29,58375,47,0
55,112801,59,3
54,133707,21,0
37,100222,5,0
43,123836,74,1
38,59349,42,0
25,97507,9,0
19,176022,6,1
86,41990,96,3
34,41824,50,3
70,83328,96,3
45,67072,18,0
30,74822,91,3
70,155001,88,2
37,168979,27,1
61,36897,72,3
41,39199,18,0
53,111839,2,0
84,85271,83,3
35,47274,34,0
49,20184,61,3
30,73663,74,3
49,140505,15,1
87,86632,32,2
73,100868,96,3
62,145143,15,2
67,165729,19,2
49,61459,26,0
68,116811,37,2
45,36255,92,3
57,48228,34,0
57,171804,70,2
45,78355,77,3
26,135620,91,1
47,182361,5,1
26,176887,1,1
80,186578,74,2
88,70573,69,2
74,175675,77,2
81,170998,71,2
88,138602,58,2
31,193109,41,1
42,43227,92,3
72,96795,9,0
35,132749,15,1
18,159461,12,1
75,51141,32,0
80,154378,95,2
56,182180,99,2
57,93714,59,3
35,105487,96,3
43,63393,84,3
76,39456,35,0
65,161702,13,2
52,94952,84,3
69,78444,37,0
85,88057,88,3
70,131238,92,2
59,95755,8,0
24,176337,85,1
50,107393,10,0
38,24558,68,3
26,166657,43,1
38,30017,71,3
69,177719,58,2
23,190171,99,1
34,198461,96,1
57,45627,77,3
79,123737,97,2
88,104796,22,2
54,34322,32,0
42,20573,39,0
89,33241,62,3
32,88184,44,1
68,128151,36,2
47,39897,40,0
42,180533,90,1
23,94356,71,3
85,144166,61,2
40,109242,42,1
66,100441,39,0
82,149707,82,2
57,126129,40,2
55,180178,23,1
46,32540,84,3
31,51663,23,0
33,103943,77,3
48,170601,88,1
70,172772,3,2
59,126220,13,0
88,168673,23,2
24,46059,76,3
49,95089,5,0
54,126248,67,2
90,30160,100,3
34,99627,62,1
45,155437,61,1
85,114615,18,2
26,110519,57,1
73,22723,57,3
65,93194,69,3
54,66184,92,3
57,58599,76,3
52,159633,58,1
90,59055,14,0
85,193187,24,2
40,35302,11,0
23,151776,47,1
46,67249,43,0
67,84892,20,0
61,58141,74,3
41,94375,6,0
22,136361,91,1
51,167632,72,1
64,77692,71,3
41,157947,21,1
76,142742,71,2
72,65312,39,0
82,151755,7,2
30,77679,33,0
74,132028,53,2
72,151873,75,2
32,79651,81,3
69,159431,33,2
51,172965,13,1
23,177955,47,1
45,155176,76,1
28,154078,87,1
64,153893,30,2
73,84848,5,0
37,95614,25,0
73,186064,21,2
60,121594,55,2
30,173492,56,1
42,175395,86,1
31,91128,49,1
21,26533,89,3
66,180034,93,2
89,77030,68,2
22,29748,78,3
78,187325,8,2
31,176929,24,1
60,48128,22,0
47,25179,17,0
43,155992,79,1
25,102626,20,1
26,148595,85,1
59,117788,11,0
33,101277,31,1
25,92652,78,3
75,160740,72,2
62,51530,59,3
51,54168,78,3
38,165420,32,1
57,198713,66,2
21,43764,11,0
58,81115,40,0
64,67203,91,3
86,88322,64,2
24,37671,4,0
61,106746,17,0
80,78304,23,0
22,150201,86,1
35,106478,57,1
38,28378,90,3
58,90778,96,3
20,119175,16,1
74,199904,25,2
85,21751,78,3
25,99825,14,0
22,75650,87,3
56,121032,80,3
60,54041,26,0
71,43250,46,0
56,55279,31,0
30,30192,87,3
42,127647,72,1
27,67832,50,3
64,136898,72,2
61,46349,67,3
39,177971,85,1
58,128774,71,2
29,115847,98,3
26,75325,98,3
34,183733,29,1
36,57765,94,3
90,185231,10,2
38,75760,42,0
59,79056,81,3
79,78942,86,3
63,128368,90,3
18,136671,25,1
21,128040,6,1
70,111303,64,2
44,198632,50,1
62,82241,39,0
58,102055,24,0
21,191584,29,1
69,20089,15,0
77,21428,13,0
58,21390,21,0
28,160208,41,1
69,167246,98,2
88,136767,39,2
75,195114,81,2
37,81134,59,3
19,95919,66,1
60,184577,35,2
39,121555,92,3
56,67269,50,0
77,78047,74,3
88,173538,71,2
43,117409,84,3
50,83489,28,0
23,186959,67,1
46,90304,88,3
66,92434,95,3
55,56735,79,3
50,167115,19,1
82,198038,80,2
56,175692,53,2
56,22437,71,3
46,58559,70,3
44,143346,75,1
58,124143,84,3
73,25044,78,3
51,194947,94,1
25,110883,30,1
51,110730,95,3
37,117091,33,1
60,80113,92,3
41,69338,49,3
60,106506,15,0
64,105494,44,2
60,148311,99,2
85,160457,17,2
62,181297,67,2
43,155566,23,1
57,157043,17,2
90,47873,54,0
47,33486,80,3
77,172617,75,2
64,40200,11,0
34,71357,62,3
85,104903,62,2
66,85785,20,0
30,185655,61,1
29,43314,22,0
75,39903,91,3
85,182437,1,2
55,70873,43,0
55,130457,67,2
28,46665,18,0
23,61812,66,3
41,196615,17,1
76,153845,10,2
89,134922,24,2
44,41636,87,3
75,191059,97,2
82,160341,44,2
89,95490,58,2
52,50965,5,0
38,29963,8,0
60,23695,70,3
36,24782,32,0
42,36649,98,3
46,135858,2,0
66,28466,68,3
39,163642,83,1
52,137804,64,1
55,161020,10,1
70,163807,36,2
33,73929,71,3
53,163989,8,1
22,75179,95,3
69,125416,54,2
57,117811,34,0
56,91362,93,3
77,135888,47,2
29,172085,5,1
88,66408,2,0
56,115749,14,0
51,104579,57,3
18,148747,89,1
30,164769,3,1
33,132489,51,1
71,34307,36,0
31,153272,9,1
37,46107,63,3
69,184609,1,2
29,129464,12,1
55,134494,63,2
90,63430,35,0
33,128286,36,1
49,59612,78,3
42,44088,12,0
23,79923,19,0
59,133097,56,2
78,140622,36,2
29,45640,16,0
30,82107,71,3
32,137902,96,1
74,195052,92,2
35,167849,42,1
78,47534,28,0
76,188252,92,2
56,40829,40,0
72,72448,88,3
88,99849,40,2
61,46985,62,3
86,177592,28,2
85,90620,33,2
49,34403,12,0
42,141065,72,1
59,176222,95,2
63,176015,71,2
60,50956,81,3
25,103374,90,3
35,48223,15,0
49,101153,39,0
73,86181,57,2
19,83819,87,3
86,31651,9,0
27,174025,66,1
53,145994,100,3
22,98757,99,3
28,83001,19,0
58,34142,78,3
56,134123,53,2
68,28690,64,3
82,101431,61,2
61,54457,99,3
70,138993,45,2
32,38284,100,3
30,159664,100,1
72,186601,84,2
31,31703,28,0
71,122454,81,2
32,163735,26,1
47,189995,33,1
79,126912,38,2
86,168096,3,2
88,89322,41,2
51,45967,89,3
74,112312,9,0
26,96389,79,3
42,137592,59,1
56,79190,26,0
21,125204,62,1
19,119233,59,1
89,41305,94,3
45,51139,100,3
36,98116,17,0
51,184081,43,1
52,69376,58,3
27,169202,71,1
20,36508,96,3
34,100619,72,3
25,87495,97,3
54,148763,24,1
69,128572,50,2
24,145311,8,1
27,176041,2,1
35,93281,25,0
69,105635,91,3
47,96373,94,3
34,95077,93,3
54,179570,34,1
76,107992,64,2
44,132573,73,1
20,199493,81,1
76,170225,75,2
42,40555,29,0
81,96520,91,3
53,50750,1,0
44,140502,46,1
85,84321,84,3
18,183255,84,1
72,199890,33,2
63,66104,100,3
49,117891,6,0
56,189223,25,1
48,196392,69,1
78,104133,40,2
27,38446,10,0
30,122627,24,1
67,191800,95,2
74,181333,58,2
32,66481,45,0
34,134851,21,1
38,23266,36,0
58,117250,40,2
67,31520,39,0
18,56951,30,0
29,39260,34,0
48,95805,61,3
80,104237,86,2
37,45299,15,0
49,33186,61,3
75,44854,47,0
28,35151,62,3
48,94061,8,0
77,198877,12,2
48,52682,65,3
40,103899,18,0
51,131602,92,3
33,121449,34,1
47,183100,67,1
83,193441,19,2
32,170629,24,1
66,90147,68,3
87,56361,52,0
67,142134,63,2
47,53533,33,0
36,137813,13,1
83,147773,84,2
76,195401,81,2
85,98531,63,2
59,73995,28,0
78,53593,99,3
73,158862,76,2
67,106001,76,3
50,32089,79,3
78,22357,84,3
27,189193,27,1
19,87054,82,3
58,91894,44,0
30,69163,69,3
18,145042,98,1
72,119322,40,2
87,145549,74,2
51,145794,56,1
23,130727,92,1
65,50599,7,0
51,67410,37,0
65,149442,43,2
32,87455,78,3
36,89943,20,0
32,60873,30,0
79,97564,6,0
34,104821,64,1
45,65120,49,0
69,63517,37,0
28,21275,70,3
54,34550,65,3
56,109347,28,0
51,20317,57,3
37,38115,43,0
58,158883,59,2
38,57409,62,3
58,35775,33,0
84,180069,87,2
21,185670,12,1
52,22847,93,3
72,146391,81,2
82,164821,56,2
63,39260,14,0
42,22098,98,3
78,144363,69,2
82,50888,22,0
37,173170,60,1
89,32602,95,3
56,35992,3,0
24,98423,17,1
85,175132,30,2
79,89767,76,3
58,62710,99,3
21,134082,21,1
28,94246,42,1
55,70878,32,0
83,185551,89,2
62,143546,17,2
18,84470,39,1
57,39376,92,3
19,117315,13,1
87,158903,82,2
56,143796,80,2
90,150073,28,2
28,179800,49,1
75,26405,40,0
27,61369,36,0
58,158264,56,2
60,155391,77,2
40,45477,100,3
54,196335,30,1
69,108032,31,0
48,40070,10,0
71,179021,45,2
52,138383,38,1
32,50325,36,0
65,91499,36,0
23,73217,44,1
88,160729,20,2
66,128990,45,2
46,171423,47,1
22,62702,61,3
86,199852,73,2
48,24252,52,3
63,75266,74,3
48,52659,75,3
18,134677,87,1
85,30738,27,0
85,73406,29,0
22,99698,50,1
23,57250,78,3
69,21176,33,0
79,121747,53,2
58,66856,75,3
62,168957,5,2
82,101765,84,2
42,52034,36,0
18,104410,65,1
19,31929,8,0
44,82006,64,3
22,57765,36,0
68,90950,14,0
21,182886,62,1
61,65003,60,3
21,128818,68,1
57,105826,62,3
20,76751,6,0
65,146599,93,2
66,118442,61,2
25,168328,20,1
60,128484,66,2
41,130650,25,1
32,124729,38,1
31,54681,14,0
75,21729,89,3
41,160708,19,1
69,34791,54,3
22,111388,15,1
39,131377,87,1
67,40763,73,3
19,41136,7,0
53,49427,63,3
36,151554,24,1
52,84358,66,3
72,162086,30,2
40,64674,19,0
41,196125,81,1
47,175683,57,1
50,142981,32,1
41,140104,60,1
70,174219,58,2
87,168171,32,2
28,29610,16,0
18,197840,24,1
32,40661,21,0
29,153986,93,1
32,121334,3,0
26,41406,20,0
75,77846,47,0
62,28875,16,0
58,74472,97,3
89,192938,77,2
38,58332,37,0
29,162462,49,1
89,177771,68,2
46,187128,89,1
73,75923,36,0
33,96489,79,3
69,184664,13,2
45,91512,42,0
73,175061,98,2
73,100389,59,2
61,84674,57,3
80,59668,50,0
53,42670,92,3
51,68306,42,0
69,41980,31,0
52,143270,71,1
24,187721,90,1
58,134970,31,2
20,82303,7,0
36,51897,78,3
22,104951,76,1
19,69803,76,3
34,198525,50,1
41,179070,89,1
64,138007,41,2
55,133091,79,3
31,86030,80,3
58,108673,75,3
64,142009,90,2
57,179645,78,2
73,187448,15,2
37,31029,36,0
40,195393,10,1
80,193324,95,2
51,191263,28,1
22,92838,85,3
63,180900,76,2
53,150557,55,1
27,177897,39,1
22,151431,92,1
75,194593,27,2
51,189743,48,1
43,151256,7,1
74,39459,7,0
25,143137,44,1
40,142367,30,1
25,112584,58,1
24,177246,38,1
53,173244,21,1
63,43037,65,3
80,131504,62,2
89,51936,97,3
84,63855,51,0
28,100392,21,1
24,55846,54,3
62,40125,7,0
69,138211,71,2
41,148235,96,1
51,46389,91,3
50,107491,71,3
30,29750,62,3
33,138090,78,1
18,165348,73,1
84,151158,7,2
20,39133,44,0
83,181635,21,2
46,144521,68,1
20,77741,33,1
77,122587,4,0
63,190919,65,2
75,54413,20,0
29,102174,51,1
18,133865,73,1
33,24069,14,0
55,153877,30,1
42,64118,65,3
27,33419,44,0
63,30125,81,3
67,142612,38,2
73,171219,68,2
71,98963,35,0
41,23563,3,0
67,192757,98,2
71,124078,17,0
72,21542,61,3
78,142334,20,2
72,166225,10,2
82,144106,27,2
18,190347,96,1
60,53136,70,3
46,147084,36,1
68,173025,46,2
48,36389,77,3
88,188189,60,2
56,62564,48,0
25,164167,14,1
28,175202,14,1
28,192538,70,1
76,94624,1,0
82,158904,65,2
34,63835,36,0
47,174933,99,1
36,156567,63,1
57,114715,45,2
45,66961,8,0
53,173817,21,1
64,160201,11,2
32,187512,78,1
46,105299,86,3
38,81568,25,0
38,98995,87,3
56,172607,93,2
76,165228,23,2
39,42009,4,0
71,30186,33,0
26,133162,58,1
22,49634,76,3
72,126729,20,2
64,191347,56,2
46,43245,95,3
51,184981,80,1
64,121831,49,2
72,130859,36,2
28,198353,23,1
80,141526,56,2
51,124167,58,1
71,44569,51,0
74,50234,69,3
69,146040,1,0
64,98568,28,0
32,115928,84,3
53,163823,91,2
38,162986,2,1
67,63804,17,0
19,128210,83,1
19,169831,88,1
47,149570,9,1
38,64984,24,0
90,59247,73,3
28,134401,73,1
85,108707,76,2
33,159207,76,1
68,102064,90,3
79,42240,20,0
55,140057,98,3
30,150059,5,1
78,138708,61,2
85,68162,23,0
80,88886,81,3
79,162936,63,2
77,20219,62,3
87,178249,68,2
85,96795,88,2
45,89023,75,3
30,67020,73,3
59,157931,28,2
64,84889,19,0
22,168650,37,1
52,138022,66,1
65,199543,50,2
87,154350,88,2
52,185776,13,1
18,186738,61,1
78,114975,93,2
59,41046,81,3
78,67046,17,0
39,172947,80,1
56,190186,100,2
64,45821,99,3
54,66618,91,3
70,147449,83,2
57,22756,92,3
44,121178,76,3
43,108176,51,1
52,134564,91,3
38,98098,85,3
39,22991,75,3
79,128346,64,2
27,25706,22,0
53,23895,84,3
81,76163,30,0
42,47894,4,0
31,73736,56,3
88,47369,18,0
30,160576,11,1
20,146396,23,1
69,54026,52,0
75,168173,44,2
38,148057,76,1
48,153857,80,1
22,127337,41,1
71,69684,94,3
56,115662,67,3
54,108472,64,3
56,146780,60,2
46,117312,51,1
52,99971,53,3
62,198478,50,2
82,166585,39,2
52,150286,33,1
22,58853,49,3
76,184939,79,2
65,92110,75,3
27,44794,41,0
90,147332,8,2
30,156374,96,1
34,190158,8,1
59,56846,4,0
23,138174,11,1
40,49651,45,0
89,76892,71,2
57,81124,72,3
28,158552,77,1
79,151627,99,2
61,184076,53,2
50,140568,19,1
58,75209,80,3
72,135424,100,2
20,117363,74,1
86,155307,62,2
82,162516,85,2
43,42840,12,0
27,86926,85,3
60,156946,85,2
35,122545,60,1
18,53619,85,3
47,71919,41,0
26,59049,26,0
79,37902,69,3
89,23500,91,3
28,46311,74,3
46,94776,59,3
58,128144,5,0
44,122820,59,1
18,34929,89,3
27,140867,26,1
89,91699,20,0
70,122694,31,2
51,189372,11,1
58,36048,4,0
81,80277,2,0
90,142343,80,2
86,173081,98,2
51,21515,62,3
39,131075,96,3
36,87591,56,3
54,42225,52,3
18,60358,12,0
55,187576,7,1
80,38794,50,0
60,64171,43,0
66,118931,24,0
86,50949,94,3
28,185745,22,1
44,50337,58,3
27,122134,19,1
83,99598,26,2
52,179906,73,1
67,97207,8,0
30,167479,10,1
27,37149,93,3
75,124144,54,2
42,184301,15,1
76,134957,75,2
61,129391,23,0
73,26781,47,0
42,116773,9,0
44,52823,5,0
83,175458,41,2
79,154154,9,2
65,79560,12,0
29,172550,51,1
76,176627,36,2
83,27017,54,0
63,44903,61,3
35,143873,50,1
89,104684,76,2
62,29237,72,3
62,137838,41,2
68,57604,46,0
78,118335,76,2
76,124799,100,2
56,82586,67,3
65,106533,77,3
78,35800,2,0
68,72175,72,3
73,191600,70,2
35,100175,95,3
87,97807,76,2
71,194974,73,2
19,134579,82,1
77,63580,2,0
66,164334,3,2
31,41970,23,0
74,136978,26,2
29,26172,22,0
76,142948,37,2
88,187239,6,2
68,28898,96,3
70,159603,4,2
63,86569,88,3
50,171859,47,1
80,62970,84,3
85,93068,85,2
24,121573,16,1
45,142788,46,1
83,107117,70,2
88,88015,62,2
69,81847,1,0
60,84991,29,0
78,148063,30,2
19,165585,90,1
47,86161,87,3
62,166010,72,2
71,89110,19,0
58,38632,96,3
59,84890,58,3
45,114074,3,0
18,175422,16,1
43,88937,50,3
31,198216,73,1
64,192101,76,2
79,191658,74,2
19,51308,84,3
25,40636,23,0
57,156684,36,2
33,36334,7,0
79,39800,45,0
86,168695,27,2
50,76619,83,3
73,188968,42,2
32,190592,95,1
38,199337,30,1
51,194318,49,1
59,42004,30,0
72,79579,78,3
23,183097,81,1
69,152819,23,2
27,150865,29,1
85,110912,84,2
22,86645,50,1
41,114174,54,1
52,25673,73,3
79,141582,68,2
86,36598,5,0
54,71638,76,3
76,156853,73,2
54,184475,35,1
52,116156,50,1
58,101334,70,3
88,112521,54,2
81,46443,73,3
18,22123,75,3
50,85357,32,0
46,92047,80,3
34,58327,31,0
54,197013,55,1
82,59523,57,3
60,100512,91,3
26,80663,59,3
86,69644,71,3
81,184311,21,2
70,132818,79,2
53,180459,16,1
43,108039,43,1
49,172335,10,1
88,136703,55,2
24,106157,65,1
81,50213,38,0
89,121903,38,2
34,55110,38,0
38,157866,31,1
51,160731,17,1
57,190817,93,2
46,169659,22,1
68,132533,90,2
23,76221,1,0
23,85850,25,0
28,137796,53,1
19,148469,76,1
67,126116,75,2
28,152379,27,1
24,44381,98,3
32,127137,93,3
65,107650,3,0
53,51690,46,0
72,186362,81,2
32,135861,70,1
73,110112,82,2
87,70957,77,3
25,154146,82,1
67,23168,24,0
18,171118,20,1
30,45778,55,3
59,190834,13,2
68,106261,47,2
62,33654,13,0
57,199676,83,2
89,148616,10,2
69,43185,79,3
84,111536,32,2
42,142568,72,1
22,73815,61,3
26,48172,64,3
81,50143,57,3
32,56124,1,0
74,51239,12,0
46,169298,62,1
66,21343,87,3
87,181956,97,2
75,131443,38,2
24,93204,78,3
41,87935,34,0
61,160189,49,2
24,171996,13,1
69,58172,27,0
62,68110,57,3
58,114147,33,0
80,177638,19,2
75,83092,7,0
24,77789,18,0
64,44706,6,0
76,24796,98,3
27,187286,56,1
87,188693,97,2
51,55449,15,0
47,170478,85,1
69,166319,16,2
35,131731,57,1
87,125254,82,2
24,45257,56,3
61,76806,25,0
53,188316,85,1
85,179665,37,2
53,82634,28,0
66,117768,49,2
43,160048,98,1
56,82746,55,3
71,110685,45,2
29,73030,86,3
56,60266,59,3
45,58690,42,0
18,93831,67,1
74,149404,31,2
19,93812,91,3
47,22917,33,0
70,91180,97,3
18,116357,36,1
44,89390,93,3
66,83642,49,0
25,131052,22,1
32,191370,16,1
35,30204,30,0
82,116446,77,2
72,44734,79,3
19,80135,97,3
73,29929,29,0
49,38434,80,3
29,197430,82,1
25,74139,63,3
64,122365,84,3
86,53294,31,0
40,35472,71,3
35,36425,5,0
34,135947,11,1
68,117804,50,2
21,165503,98,1
41,107443,50,1
56,109190,88,3
73,50841,68,3
38,51000,31,0
51,78604,68,3
80,32817,80,3
47,25894,18,0
67,178100,58,2
90,161951,8,2
84,137534,66,2
30,42229,28,0
89,22809,57,3
66,190512,50,2
81,73258,47,0
78,107979,95,3
47,197178,19,1
60,100950,39,0
29,179754,65,1
90,191323,97,2
85,155227,19,2
61,191155,40,2
61,98064,64,3
30,20206,16,0
63,107302,62,2
72,135782,54,2
56,178824,78,2
20,103133,43,1
34,184492,56,1
39,113582,32,1
69,92532,53,2
51,132330,59,1
55,55608,29,0
41,44268,40,0
20,52204,54,3
78,186166,8,2
31,86494,21,0
36,115850,42,1
32,159946,60,1
34,199919,50,1
33,34123,57,3
56,74342,93,3
24,80891,69,3
34,20765,82,3
79,164813,61,2
85,44316,8,0
56,21370,30,0
78,143537,69,2
34,114383,82,3
44,176557,22,1
20,60196,75,3
23,79516,79,3
65,123161,28,2
43,85785,48,0
35,74402,65,3
35,177543,4,1
39,70546,98,3
39,81673,61,3
75,186467,49,2
55,161285,37,1
79,180099,50,2
81,64584,44,0
90,121122,74,2
51,122671,55,1
75,29075,24,0
84,112241,81,2
86,131452,31,2
64,189450,51,2
30,39129,94,3
66,167376,60,2
33,32694,30,0
37,21615,43,0
75,154668,24,2
41,39666,14,0
26,89932,76,3
81,177853,19,2
57,78617,48,0
80,164700,53,2
19,134116,60,1
26,55298,33,0
28,67047,81,3
64,142915,67,2
29,116859,8,1
36,103135,16,0
19,73031,70,3
63,51888,100,3
37,50157,65,3
77,131461,58,2
57,20575,32,0
77,87295,41,0
55,192499,86,2
